#gene_id	#GO_term	#Description
default-0_rep_c20353|m.16080	GO:0006950	response to stress
default-0_rep_c79305|m.53327	GO:0006351	transcription, DNA-templated
default-0_rep_c88839|m.58441	GO:0006950	response to stress
default-0_rep_c88839|m.58441	GO:0006457	protein folding
default-0_rep_c90691|m.59226	GO:0006796	phosphate-containing compound metabolic process
default-0_rep_c3188|m.2808	GO:0055114	oxidation-reduction process
default-0_rep_c3188|m.2808	GO:0006979	response to oxidative stress
default-0_rep_c12510|m.10291	GO:0009231	riboflavin biosynthetic process
default-0_c114526|m.70547	GO:0015074	DNA integration
default-0_rep_c74698|m.50308	GO:0009765	photosynthesis, light harvesting
default-0_rep_c79389|m.53378	GO:0008152	metabolic process
default-0_c36426|m.25682	GO:0015689	molybdate ion transport
default-0_rep_c109772|m.68060	GO:0006396	RNA processing
default-0_rep_c52673|m.36204	GO:0006412	translation
default-0_c29962|m.22246	GO:0009966	regulation of signal transduction
default-0_rep_c42634|m.29279	GO:0006412	translation
default-0_c17694|m.14061	GO:0055114	oxidation-reduction process
default-0_rep_c7333|m.6320	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c7333|m.6320	GO:0006457	protein folding
default-0_c94496|m.60926	GO:0008152	metabolic process
default-0_rep_c59216|m.40601	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c59216|m.40601	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_rep_c62059|m.42390	GO:0008152	metabolic process
default-0_rep_c58200|m.39979	GO:0055114	oxidation-reduction process
default-0_c42409|m.29146	GO:0008152	metabolic process
default-0_rep_c43969|m.30380	GO:0009439	cyanate metabolic process
default-0_c42409|m.29145	GO:0008152	metabolic process
default-0_rep_c92632|m.60072	GO:0006950	response to stress
default-0_rep_c60746|m.41603	GO:0009765	photosynthesis, light harvesting
default-0_rep_c16169|m.12999	GO:0006355	regulation of transcription, DNA-templated
default-0_c108365|m.67192	GO:0055114	oxidation-reduction process
default-0_c108365|m.67192	GO:0008152	metabolic process
default-0_rep_c77135|m.51923	GO:0030244	cellulose biosynthetic process
default-0_rep_c55975|m.38517	GO:0015979	photosynthesis
default-0_rep_c91027|m.59349	GO:0009765	photosynthesis, light harvesting
default-0_rep_c2899|m.2523	GO:0042254	ribosome biogenesis
default-0_rep_c58833|m.40345	GO:0055114	oxidation-reduction process
default-0_rep_c111088|m.68763	GO:0007017	microtubule-based process
default-0_c108968|m.67591	GO:0006470	protein dephosphorylation
default-0_c82106|m.54981	GO:0009664	plant-type cell wall organization
default-0_c114996|m.70808	GO:0055085	transmembrane transport
default-0_rep_c115581|m.71096	GO:0007017	microtubule-based process
default-0_c31798|m.23227	GO:0008152	metabolic process
default-0_rep_c10048|m.8452	GO:0006378	mRNA polyadenylation
default-0_rep_c56665|m.38958	GO:0006414	translational elongation
default-0_c98550|m.62563	GO:0006869	lipid transport
default-0_c22231|m.17321	GO:0055114	oxidation-reduction process
default-0_rep_c36425|m.25681	GO:0006810	transport
default-0_rep_c82449|m.55156	GO:0015992	proton transport
default-0_rep_c49558|m.34329	GO:0006418	tRNA aminoacylation for protein translation
default-0_rep_c49558|m.34329	GO:0006412	translation
default-0_c27379|m.20696	GO:0045454	cell redox homeostasis
default-0_rep_c332|m.368	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c76734|m.51664	GO:0008152	metabolic process
default-0_rep_c48553|m.33621	GO:0055085	transmembrane transport
default-0_rep_c30701|m.22699	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c22820|m.17697	GO:0006886	intracellular protein transport
default-0_rep_c22820|m.17697	GO:0016192	vesicle-mediated transport
default-0_rep_c4787|m.4227	GO:0006508	proteolysis
default-0_rep_c79673|m.53557	GO:0006412	translation
default-0_rep_c58951|m.40436	GO:0005975	carbohydrate metabolic process
default-0_rep_c27326|m.20665	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c98698|m.62627	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c98698|m.62627	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_rep_c26024|m.19879	GO:0006412	translation
default-0_c33853|m.24331	GO:0006355	regulation of transcription, DNA-templated
default-0_c85031|m.56565	GO:0006412	translation
default-0_rep_c114686|m.70643	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c110746|m.68590	GO:0006412	translation
default-0_rep_c67722|m.45621	GO:0006334	nucleosome assembly
default-0_c89144|m.58580	GO:0008033	tRNA processing
default-0_c89144|m.58580	GO:0055114	oxidation-reduction process
default-0_rep_c77923|m.52419	GO:0008152	metabolic process
default-0_rep_c7880|m.6753	GO:0006099	tricarboxylic acid cycle
default-0_rep_c7880|m.6753	GO:0015977	carbon fixation
default-0_rep_c22672|m.17611	GO:0005975	carbohydrate metabolic process
default-0_rep_c55003|m.37772	GO:0006412	translation
default-0_rep_c46602|m.32292	GO:0006729	tetrahydrobiopterin biosynthetic process
default-0_c16178|m.13008	GO:0006468	protein phosphorylation
default-0_c72315|m.48432	GO:0045454	cell redox homeostasis
default-0_rep_c2644|m.2330	GO:0045454	cell redox homeostasis
default-0_rep_c2644|m.2330	GO:0006662	glycerol ether metabolic process
default-0_rep_c6128|m.5328	GO:0006397	mRNA processing
default-0_rep_c10444|m.8758	GO:0009082	branched-chain amino acid biosynthetic process
default-0_rep_c10444|m.8758	GO:0055114	oxidation-reduction process
default-0_c110679|m.68551	GO:0030001	metal ion transport
default-0_rep_c215|m.254	GO:0000910	cytokinesis
default-0_rep_c215|m.254	GO:0000226	microtubule cytoskeleton organization
default-0_rep_c215|m.255	GO:0000910	cytokinesis
default-0_rep_c215|m.255	GO:0000226	microtubule cytoskeleton organization
default-0_rep_c65093|m.44170	GO:0006412	translation
default-0_rep_c41877|m.28801	GO:0006950	response to stress
default-0_rep_c41877|m.28801	GO:0006457	protein folding
default-0_rep_c77953|m.52437	GO:0031047	gene silencing by RNA
default-0_rep_c43318|m.29831	GO:0005975	carbohydrate metabolic process
default-0_rep_c68480|m.45953	GO:0006334	nucleosome assembly
default-0_dn_rep_c62546|m.42663	GO:0055114	oxidation-reduction process
default-0_rep_c59015|m.40478	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c82437|m.55151	GO:0006412	translation
default-0_rep_c60842|m.41654	GO:0006508	proteolysis
default-0_rep_c60842|m.41654	GO:0006629	lipid metabolic process
default-0_rep_c14031|m.11431	GO:0006950	response to stress
default-0_rep_c63112|m.43012	GO:0006412	translation
default-0_rep_c75114|m.50606	GO:0006006	glucose metabolic process
default-0_rep_c75114|m.50606	GO:0055114	oxidation-reduction process
default-0_rep_c100407|m.63307	GO:0005975	carbohydrate metabolic process
default-0_c114387|m.70468	GO:0006412	translation
default-0_rep_c36698|m.25842	GO:0008152	metabolic process
default-0_rep_c31007|m.22841	GO:0030244	cellulose biosynthetic process
default-0_rep_c55247|m.37964	GO:0009298	GDP-mannose biosynthetic process
default-0_rep_c23456|m.18129	GO:0006468	protein phosphorylation
default-0_rep_c60577|m.41499	GO:0055114	oxidation-reduction process
default-0_c73727|m.49569	GO:0006357	regulation of transcription from RNA polymerase II promoter
default-0_rep_c2208|m.1920	GO:0006468	protein phosphorylation
default-0_rep_c2208|m.1920	GO:0007165	signal transduction
default-0_rep_c2275|m.1993	GO:0006950	response to stress
default-0_rep_c2275|m.1993	GO:0006457	protein folding
default-0_rep_c16233|m.13047	GO:0009638	phototropism
default-0_rep_c59951|m.41059	GO:0006396	RNA processing
default-0_dn_rep_c23|m.23	GO:0009765	photosynthesis, light harvesting
default-0_c76276|m.51375	GO:1901601	strigolactone biosynthetic process
default-0_c76276|m.51375	GO:0010223	secondary shoot formation
default-0_c76276|m.51376	GO:1901601	strigolactone biosynthetic process
default-0_c76276|m.51376	GO:0010223	secondary shoot formation
default-0_rep_c23755|m.18325	GO:0006094	gluconeogenesis
default-0_rep_c13429|m.10974	GO:0055114	oxidation-reduction process
default-0_rep_c86972|m.57569	GO:0006412	translation
default-0_rep_c106575|m.65977	GO:0006412	translation
default-0_c88278|m.58224	GO:0006508	proteolysis
default-0_rep_c64582|m.43884	GO:0055114	oxidation-reduction process
default-0_rep_c64582|m.43884	GO:0006979	response to oxidative stress
default-0_rep_c16166|m.12998	GO:0006397	mRNA processing
default-0_c14170|m.11527	GO:0055114	oxidation-reduction process
default-0_c14170|m.11527	GO:0008152	metabolic process
default-0_rep_c20538|m.16207	GO:0006508	proteolysis
default-0_rep_c69813|m.46553	GO:0006412	translation
default-0_rep_c24768|m.19032	GO:0006412	translation
default-0_rep_c382|m.422	GO:0006073	cellular glucan metabolic process
default-0_rep_c35200|m.25028	GO:0006807	nitrogen compound metabolic process
default-0_rep_c35200|m.25028	GO:0008152	metabolic process
default-0_rep_c27749|m.20917	GO:0000910	cytokinesis
default-0_rep_c27749|m.20917	GO:0000226	microtubule cytoskeleton organization
default-0_rep_c56689|m.38974	GO:0006351	transcription, DNA-templated
default-0_rep_c81622|m.54725	GO:0006468	protein phosphorylation
default-0_rep_c81622|m.54725	GO:0007165	signal transduction
default-0_rep_c2724|m.2391	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c2724|m.2391	GO:0009584	detection of visible light
default-0_rep_c2118|m.1840	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c2118|m.1840	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_rep_c74149|m.49875	GO:0007165	signal transduction
default-0_rep_c74149|m.49875	GO:0015031	protein transport
default-0_rep_c74149|m.49875	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c24605|m.18922	GO:0006479	protein methylation
default-0_c11354|m.9420	GO:0055085	transmembrane transport
default-0_rep_c91736|m.59664	GO:0055114	oxidation-reduction process
default-0_rep_c79387|m.53377	GO:0006950	response to stress
default-0_rep_c79387|m.53377	GO:0006457	protein folding
default-0_rep_c60966|m.41718	GO:0006412	translation
default-0_rep_c42943|m.29524	GO:0015977	carbon fixation
default-0_rep_c48295|m.33457	GO:0006351	transcription, DNA-templated
default-0_rep_c77818|m.52355	GO:0055114	oxidation-reduction process
default-0_rep_c84774|m.56421	GO:0055114	oxidation-reduction process
default-0_rep_c84774|m.56421	GO:0006979	response to oxidative stress
default-0_rep_c32920|m.23853	GO:0006457	protein folding
default-0_c106036|m.65723	GO:0006777	Mo-molybdopterin cofactor biosynthetic process
default-0_rep_c4963|m.4383	GO:0006412	translation
default-0_rep_c14388|m.11685	GO:0009765	photosynthesis, light harvesting
default-0_rep_c46390|m.32136	GO:0015979	photosynthesis
default-0_rep_c74051|m.49806	GO:0006413	translational initiation
default-0_rep_c15616|m.12585	GO:0006096	glycolytic process
default-0_rep_c12258|m.10114	GO:0055114	oxidation-reduction process
default-0_rep_c72184|m.48338	GO:0007275	multicellular organismal development
default-0_c103123|m.64441	GO:0006468	protein phosphorylation
default-0_rep_c44031|m.30428	GO:0006412	translation
default-0_rep_c55406|m.38087	GO:0006412	translation
default-0_dn_rep_c3507|m.3072	GO:0006412	translation
default-0_rep_c59089|m.40525	GO:0006810	transport
default-0_c24478|m.18835	GO:0009116	nucleoside metabolic process
default-0_rep_c59773|m.40939	GO:0006412	translation
default-0_c71175|m.47416	GO:0006486	protein glycosylation
default-0_c101189|m.63636	GO:0007018	microtubule-based movement
default-0_rep_c88727|m.58386	GO:0006457	protein folding
default-0_rep_c91318|m.59477	GO:0055114	oxidation-reduction process
default-0_rep_c52984|m.36397	GO:0009116	nucleoside metabolic process
default-0_rep_c20638|m.16256	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c20638|m.16256	GO:0009584	detection of visible light
default-0_rep_c65686|m.44523	GO:0009767	photosynthetic electron transport chain
default-0_rep_c65686|m.44523	GO:0019684	photosynthesis, light reaction
default-0_rep_c101522|m.63776	GO:0008152	metabolic process
default-0_rep_c101522|m.63776	GO:0055114	oxidation-reduction process
default-0_rep_c113652|m.70023	GO:0006418	tRNA aminoacylation for protein translation
default-0_rep_c113652|m.70023	GO:0006412	translation
default-0_c76067|m.51228	GO:0015031	protein transport
default-0_c76067|m.51228	GO:0007264	small GTPase mediated signal transduction
default-0_c76067|m.51228	GO:0007165	signal transduction
default-0_c23812|m.18360	GO:0006284	base-excision repair
default-0_c23812|m.18360	GO:0006281	DNA repair
default-0_rep_c60566|m.41489	GO:0015979	photosynthesis
default-0_rep_c8450|m.7193	GO:0008152	metabolic process
default-0_rep_c55725|m.38334	GO:0015979	photosynthesis
default-0_rep_c29923|m.22219	GO:0006886	intracellular protein transport
default-0_rep_c29923|m.22219	GO:0006913	nucleocytoplasmic transport
default-0_rep_c29923|m.22219	GO:0007165	signal transduction
default-0_rep_c29923|m.22219	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c60399|m.41374	GO:0006414	translational elongation
default-0_rep_c109970|m.68168	GO:0051225	spindle assembly
default-0_rep_c16624|m.13326	GO:0006479	protein methylation
default-0_rep_c101973|m.63980	GO:0055114	oxidation-reduction process
default-0_rep_c101973|m.63980	GO:0009082	branched-chain amino acid biosynthetic process
default-0_c78903|m.53077	GO:0006508	proteolysis
default-0_rep_c36680|m.25832	GO:0006412	translation
default-0_rep_c81480|m.54637	GO:0022900	electron transport chain
default-0_rep_c109539|m.67923	GO:0009765	photosynthesis, light harvesting
default-0_c28050|m.21086	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
default-0_c114271|m.70402	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_c114271|m.70402	GO:0007275	multicellular organismal development
default-0_dn_rep_c30556|m.22605	GO:0006869	lipid transport
default-0_rep_c36577|m.25776	GO:0008380	RNA splicing
default-0_rep_c3323|m.2913	GO:0006633	fatty acid biosynthetic process
default-0_rep_c71909|m.48098	GO:0006508	proteolysis
default-0_rep_c71909|m.48099	GO:0006508	proteolysis
default-0_c26458|m.20161	GO:0055114	oxidation-reduction process
default-0_rep_c22212|m.17311	GO:0006508	proteolysis
default-0_rep_c61188|m.41850	GO:0006452	translational frameshifting
default-0_rep_c61188|m.41850	GO:0045901	positive regulation of translational elongation
default-0_rep_c61188|m.41850	GO:0045905	positive regulation of translational termination
default-0_rep_c57982|m.39827	GO:0006412	translation
default-0_rep_c93814|m.60595	GO:0006412	translation
default-0_rep_c32888|m.23833	GO:0006468	protein phosphorylation
default-0_rep_c47666|m.33027	GO:0006412	translation
default-0_rep_c50527|m.34924	GO:0008152	metabolic process
default-0_rep_c21846|m.17059	GO:0055114	oxidation-reduction process
default-0_rep_c21846|m.17059	GO:0006102	isocitrate metabolic process
default-0_rep_c64874|m.44049	GO:0006412	translation
default-0_rep_c28426|m.21304	GO:0042254	ribosome biogenesis
default-0_rep_c17311|m.13797	GO:0007165	signal transduction
default-0_rep_c17311|m.13797	GO:0015031	protein transport
default-0_rep_c17311|m.13797	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c47391|m.32848	GO:0032957	inositol trisphosphate metabolic process
default-0_rep_c81559|m.54684	GO:0006412	translation
default-0_rep_c67538|m.45530	GO:0006412	translation
default-0_c18649|m.14766	GO:0006807	nitrogen compound metabolic process
default-0_dn_rep_c41429|m.28522	GO:0009765	photosynthesis, light harvesting
default-0_rep_c33471|m.24118	GO:0006412	translation
default-0_c41095|m.28355	GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway
default-0_c72423|m.48523	GO:0006139	nucleobase-containing compound metabolic process
default-0_rep_c63942|m.43479	GO:0055114	oxidation-reduction process
default-0_rep_c47786|m.33106	GO:0005975	carbohydrate metabolic process
default-0_rep_c3756|m.3290	GO:0055114	oxidation-reduction process
default-0_rep_c3756|m.3290	GO:0008152	metabolic process
default-0_rep_c19755|m.15596	GO:0000387	spliceosomal snRNP assembly
default-0_rep_c19755|m.15596	GO:0000398	mRNA splicing, via spliceosome
default-0_c100760|m.63448	GO:0006464	cellular protein modification process
default-0_rep_c31923|m.23291	GO:0009765	photosynthesis, light harvesting
default-0_rep_c31923|m.23290	GO:0009765	photosynthesis, light harvesting
default-0_rep_c58278|m.40037	GO:0006412	translation
default-0_c106232|m.65815	GO:0055114	oxidation-reduction process
default-0_rep_c53113|m.36487	GO:0007264	small GTPase mediated signal transduction
default-0_c38935|m.27109	GO:0006810	transport
default-0_rep_c98102|m.62409	GO:0006412	translation
default-0_rep_c4329|m.3812	GO:0006412	translation
default-0_c36071|m.25474	GO:0055114	oxidation-reduction process
default-0_rep_c242|m.282	GO:0006810	transport
default-0_rep_c33425|m.24103	GO:0006412	translation
default-0_rep_c11575|m.9587	GO:0030091	protein repair
default-0_rep_c11575|m.9587	GO:0006979	response to oxidative stress
default-0_rep_c11575|m.9587	GO:0055114	oxidation-reduction process
default-0_c44917|m.31119	GO:0006508	proteolysis
default-0_rep_c48677|m.33706	GO:0008152	metabolic process
default-0_c37001|m.26007	GO:0006468	protein phosphorylation
default-0_c72460|m.48557	GO:0055114	oxidation-reduction process
default-0_c72460|m.48557	GO:0008152	metabolic process
default-0_c104995|m.65273	GO:0006520	cellular amino acid metabolic process
default-0_c104995|m.65273	GO:0055114	oxidation-reduction process
default-0_rep_c13518|m.11048	GO:0006950	response to stress
default-0_c18141|m.14395	GO:0008152	metabolic process
default-0_rep_c33584|m.24176	GO:0015979	photosynthesis
default-0_rep_c35012|m.24920	GO:0006508	proteolysis
default-0_c75885|m.51121	GO:0055114	oxidation-reduction process
default-0_rep_c31787|m.23218	GO:0019646	aerobic electron transport chain
default-0_rep_c31787|m.23218	GO:0022904	respiratory electron transport chain
default-0_rep_c52750|m.36242	GO:0006412	translation
default-0_rep_c13456|m.11002	GO:0006508	proteolysis
default-0_c38715|m.26975	GO:0016117	carotenoid biosynthetic process
default-0_rep_c36646|m.25814	GO:0006334	nucleosome assembly
default-0_rep_c68137|m.45804	GO:0009086	methionine biosynthetic process
default-0_dn_rep_c41517|m.28575	GO:0006412	translation
default-0_rep_c6416|m.5572	GO:0000910	cytokinesis
default-0_rep_c6416|m.5572	GO:0000226	microtubule cytoskeleton organization
default-0_rep_c115041|m.70836	GO:0006418	tRNA aminoacylation for protein translation
default-0_c14734|m.11932	GO:0006979	response to oxidative stress
default-0_c14734|m.11932	GO:0055114	oxidation-reduction process
default-0_c14734|m.11932	GO:0030091	protein repair
default-0_rep_c97918|m.62337	GO:0055114	oxidation-reduction process
default-0_c8506|m.7236	GO:0055114	oxidation-reduction process
default-0_c77695|m.52286	GO:0006508	proteolysis
default-0_c20785|m.16347	GO:0048278	vesicle docking
default-0_c20785|m.16347	GO:0006887	exocytosis
default-0_rep_c52381|m.36033	GO:0055114	oxidation-reduction process
default-0_rep_c43480|m.29973	GO:0006457	protein folding
default-0_rep_c76304|m.51392	GO:0006412	translation
default-0_c35223|m.25039	GO:0055114	oxidation-reduction process
default-0_rep_c63121|m.43017	GO:0006412	translation
default-0_rep_c97332|m.62133	GO:0055114	oxidation-reduction process
default-0_c48200|m.33389	GO:0009052	pentose-phosphate shunt, non-oxidative branch
default-0_c95025|m.61151	GO:0016567	protein ubiquitination
default-0_rep_c8522|m.7250	GO:0006508	proteolysis
default-0_rep_c28299|m.21229	GO:0006952	defense response
default-0_c17279|m.13774	GO:0016311	dephosphorylation
default-0_c17279|m.13774	GO:0006470	protein dephosphorylation
default-0_c41867|m.28794	GO:0005975	carbohydrate metabolic process
default-0_c92278|m.59927	GO:0008152	metabolic process
default-0_rep_c64949|m.44094	GO:0005975	carbohydrate metabolic process
default-0_rep_c7400|m.6366	GO:0006139	nucleobase-containing compound metabolic process
default-0_c1611|m.1385	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c72550|m.48644	GO:0006355	regulation of transcription, DNA-templated
default-0_c79924|m.53731	GO:0006468	protein phosphorylation
default-0_c73332|m.49258	GO:0006096	glycolytic process
default-0_rep_c108839|m.67502	GO:0008152	metabolic process
default-0_rep_c41932|m.28830	GO:0006508	proteolysis
default-0_c106303|m.65857	GO:0006281	DNA repair
default-0_rep_c290|m.327	GO:0006412	translation
default-0_rep_c85201|m.56650	GO:0006629	lipid metabolic process
default-0_rep_c84376|m.56211	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c84376|m.56211	GO:0007165	signal transduction
default-0_rep_c82806|m.55336	GO:0015991	ATP hydrolysis coupled proton transport
default-0_rep_c14263|m.11594	GO:0022904	respiratory electron transport chain
default-0_c85976|m.57069	GO:0016310	phosphorylation
default-0_rep_c2215|m.1926	GO:0006508	proteolysis
default-0_c55721|m.38330	GO:0045492	xylan biosynthetic process
default-0_rep_c69611|m.46451	GO:0006412	translation
default-0_rep_c84658|m.56366	GO:0055114	oxidation-reduction process
default-0_rep_c84658|m.56366	GO:0006979	response to oxidative stress
default-0_rep_c1285|m.1127	GO:0071486	cellular response to high light intensity
default-0_rep_c1285|m.1127	GO:0006801	superoxide metabolic process
default-0_rep_c1285|m.1127	GO:0034599	cellular response to oxidative stress
default-0_rep_c1285|m.1127	GO:0055114	oxidation-reduction process
default-0_rep_c89284|m.58640	GO:0006508	proteolysis
default-0_rep_c43472|m.29968	GO:0007275	multicellular organismal development
default-0_rep_c15048|m.12147	GO:0019646	aerobic electron transport chain
default-0_rep_c15048|m.12147	GO:0022904	respiratory electron transport chain
default-0_c34869|m.24842	GO:0006351	transcription, DNA-templated
default-0_c34869|m.24842	GO:0007049	cell cycle
default-0_rep_c103518|m.64589	GO:0006457	protein folding
default-0_c99388|m.62899	GO:0046654	tetrahydrofolate biosynthetic process
default-0_rep_c80217|m.53915	GO:0006412	translation
default-0_rep_c94829|m.61056	GO:0055114	oxidation-reduction process
default-0_rep_c57785|m.39693	GO:0006470	protein dephosphorylation
default-0_c43893|m.30317	GO:0006412	translation
default-0_c72946|m.48954	GO:0055114	oxidation-reduction process
default-0_rep_c54824|m.37641	GO:0006633	fatty acid biosynthetic process
default-0_rep_c69243|m.46284	GO:0006412	translation
default-0_c7693|m.6611	GO:0006470	protein dephosphorylation
default-0_c49465|m.34261	GO:0006886	intracellular protein transport
default-0_rep_c259|m.296	GO:0006032	chitin catabolic process
default-0_rep_c259|m.296	GO:0005975	carbohydrate metabolic process
default-0_rep_c259|m.296	GO:0016998	cell wall macromolecule catabolic process
default-0_rep_c841|m.786	GO:0006412	translation
default-0_rep_c63258|m.43106	GO:0006412	translation
default-0_c73232|m.49182	GO:0006508	proteolysis
default-0_rep_c28997|m.21642	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c28997|m.21642	GO:0006457	protein folding
default-0_rep_c816|m.766	GO:0006633	fatty acid biosynthetic process
default-0_rep_c816|m.766	GO:0008152	metabolic process
default-0_rep_c816|m.766	GO:0008610	lipid biosynthetic process
default-0_rep_c69689|m.46486	GO:0006412	translation
default-0_rep_c53205|m.36549	GO:0009813	flavonoid biosynthetic process
default-0_rep_c44110|m.30487	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c115524|m.71069	GO:0016579	protein deubiquitination
default-0_rep_c107301|m.66480	GO:0000398	mRNA splicing, via spliceosome
default-0_c11562|m.9578	GO:0008152	metabolic process
default-0_rep_c53134|m.36501	GO:0006527	arginine catabolic process
default-0_rep_c53134|m.36501	GO:0008295	spermidine biosynthetic process
default-0_rep_c42987|m.29569	GO:0006412	translation
default-0_dn_rep_c3619|m.3182	GO:0006869	lipid transport
default-0_c28026|m.21070	GO:0006260	DNA replication
default-0_rep_c75129|m.50620	GO:0055114	oxidation-reduction process
default-0_rep_c82608|m.55246	GO:0006412	translation
default-0_rep_c102430|m.64178	GO:0015986	ATP synthesis coupled proton transport
default-0_c89330|m.58654	GO:0007165	signal transduction
default-0_c89330|m.58654	GO:0015031	protein transport
default-0_c89330|m.58654	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c43626|m.30093	GO:0006412	translation
default-0_c76681|m.51628	GO:0006260	DNA replication
default-0_rep_c10090|m.8479	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c34373|m.24599	GO:0015937	coenzyme A biosynthetic process
default-0_rep_c101297|m.63688	GO:0055114	oxidation-reduction process
default-0_rep_c78586|m.52873	GO:0006412	translation
default-0_c51083|m.35280	GO:0008152	metabolic process
default-0_rep_c83602|m.55805	GO:0007165	signal transduction
default-0_rep_c76718|m.51653	GO:0006412	translation
default-0_rep_c59997|m.41085	GO:0006412	translation
default-0_rep_c32987|m.23881	GO:0005975	carbohydrate metabolic process
default-0_rep_c1862|m.1603	GO:0006468	protein phosphorylation
default-0_rep_c78583|m.52870	GO:0006412	translation
default-0_c78575|m.52865	GO:0009082	branched-chain amino acid biosynthetic process
default-0_rep_c4136|m.3634	GO:0006412	translation
default-0_rep_c91925|m.59751	GO:0055114	oxidation-reduction process
default-0_rep_c3448|m.3017	GO:0006457	protein folding
default-0_c109166|m.67712	GO:0006281	DNA repair
default-0_c109166|m.67712	GO:0009432	SOS response
default-0_c109166|m.67712	GO:0006259	DNA metabolic process
default-0_c109410|m.67855	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c65429|m.44363	GO:0055114	oxidation-reduction process
default-0_rep_c77364|m.52067	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c15511|m.12494	GO:0006468	protein phosphorylation
default-0_rep_c56829|m.39059	GO:0007165	signal transduction
default-0_rep_c56829|m.39059	GO:0015031	protein transport
default-0_rep_c56829|m.39059	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c45849|m.31788	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c74372|m.50039	GO:0006412	translation
default-0_rep_c64718|m.43949	GO:0006412	translation
default-0_rep_c116637|m.71644	GO:0006886	intracellular protein transport
default-0_rep_c116637|m.71644	GO:0016192	vesicle-mediated transport
default-0_c112676|m.69490	GO:0005975	carbohydrate metabolic process
default-0_c91767|m.59680	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c22180|m.17290	GO:0006298	mismatch repair
default-0_rep_c25381|m.19446	GO:0006412	translation
default-0_rep_c36797|m.25902	GO:0008152	metabolic process
default-0_rep_c98388|m.62513	GO:0009790	embryo development
default-0_c83259|m.55586	GO:0006303	double-strand break repair via nonhomologous end joining
default-0_c106696|m.66054	GO:0030244	cellulose biosynthetic process
default-0_rep_c49468|m.34266	GO:0015031	protein transport
default-0_rep_c49468|m.34266	GO:0006810	transport
default-0_rep_c25452|m.19506	GO:0006412	translation
default-0_rep_c95792|m.61511	GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
default-0_rep_c22791|m.17683	GO:0006468	protein phosphorylation
default-0_rep_c56934|m.39136	GO:0006412	translation
default-0_c50615|m.34986	GO:0006414	translational elongation
default-0_rep_c30299|m.22450	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c30299|m.22450	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_c72776|m.48822	GO:0008152	metabolic process
default-0_c108425|m.67230	GO:0009396	folic acid-containing compound biosynthetic process
default-0_rep_c83264|m.55589	GO:0006452	translational frameshifting
default-0_rep_c83264|m.55589	GO:0045901	positive regulation of translational elongation
default-0_rep_c83264|m.55589	GO:0045905	positive regulation of translational termination
default-0_rep_c11672|m.9662	GO:0006412	translation
default-0_rep_c8789|m.7456	GO:0006886	intracellular protein transport
default-0_c86783|m.57477	GO:0005975	carbohydrate metabolic process
default-0_rep_c90455|m.59129	GO:0006364	rRNA processing
default-0_rep_c41925|m.28825	GO:0006468	protein phosphorylation
default-0_c10836|m.9046	GO:0006412	translation
default-0_c6462|m.5610	GO:0009058	biosynthetic process
default-0_rep_c33403|m.24094	GO:0006260	DNA replication
default-0_rep_c107065|m.66302	GO:0030833	regulation of actin filament polymerization
default-0_rep_c107065|m.66302	GO:0034314	Arp2/3 complex-mediated actin nucleation
default-0_rep_c73467|m.49372	GO:0009765	photosynthesis, light harvesting
default-0_rep_c56290|m.38729	GO:0006228	UTP biosynthetic process
