#gene_id	#pathway_name	#pathway_id	#ec_number
default-0_rep_c11412|m.9464	Terpenoid backbone biosynthesis	00900	1.17.1.2
default-0_rep_c27960|m.21026	Carbon fixation in photosynthetic organisms	00710	2.7.2.3
default-0_rep_c27960|m.21026	Glycolysis / Gluconeogenesis	00010	2.7.2.3
default-0_c72692|m.48765	Glycosaminoglycan degradation	00531	2.3.1.78
default-0_rep_c62650|m.42731	Various types of N-glycan biosynthesis	00513	2.4.99.18
default-0_rep_c62650|m.42731	N-Glycan biosynthesis	00510	2.4.99.18
default-0_rep_c63574|m.43286	Methane metabolism	00680	4.2.1.11
default-0_rep_c63574|m.43286	Glycolysis / Gluconeogenesis	00010	4.2.1.11
default-0_c77841|m.52367	Purine metabolism	00230	2.7.1.40
default-0_c77841|m.52367	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_c77841|m.52367	Pyruvate metabolism	00620	2.7.1.40
default-0_rep_c94317|m.60838	Sphingolipid metabolism	00600	3.2.1.23
default-0_rep_c94317|m.60838	Galactose metabolism	00052	3.2.1.23
default-0_rep_c94317|m.60838	Glycosaminoglycan degradation	00531	3.2.1.23
default-0_rep_c94317|m.60838	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.23
default-0_rep_c94317|m.60838	Other glycan degradation	00511	3.2.1.23
default-0_rep_c56530|m.38867	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_rep_c712|m.680	Flavonoid biosynthesis	00941	5.5.1.6
default-0_c6292|m.5461	Pyrimidine metabolism	00240	2.7.7.6
default-0_c6292|m.5461	Purine metabolism	00230	2.7.7.6
default-0_rep_c52116|m.35874	Terpenoid backbone biosynthesis	00900	4.1.1.33
default-0_rep_c43870|m.30298	Amino sugar and nucleotide sugar metabolism	00520	5.4.2.8
default-0_rep_c43870|m.30298	Fructose and mannose metabolism	00051	5.4.2.8
default-0_rep_c5815|m.5069	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c54896|m.37699	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_rep_c14117|m.11490	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c14117|m.11490	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c66203|m.44812	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c58264|m.40026	Porphyrin and chlorophyll metabolism	00860	1.14.13.81
default-0_rep_c54034|m.37110	Photosynthesis	00195	3.6.3.14
default-0_rep_c54034|m.37110	Oxidative phosphorylation	00190	3.6.3.14
default-0_c9542|m.8050	Pyrimidine metabolism	00240	2.7.1.21
default-0_c9542|m.8050	Drug metabolism - other enzymes	00983	2.7.1.21
default-0_rep_c114255|m.70392	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c36040|m.25452	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c57395|m.39423	Porphyrin and chlorophyll metabolism	00860	2.5.1.61
default-0_c83411|m.55667	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_c83411|m.55667	Galactose metabolism	00052	2.7.1.11
default-0_c83411|m.55667	Fructose and mannose metabolism	00051	2.7.1.11
default-0_c83411|m.55667	Pentose phosphate pathway	00030	2.7.1.11
default-0_c83411|m.55667	Methane metabolism	00680	2.7.1.11
default-0_rep_c21286|m.16663	Pyrimidine metabolism	00240	2.7.7.7
default-0_rep_c21286|m.16663	Purine metabolism	00230	2.7.7.7
default-0_rep_c48141|m.33351	Terpenoid backbone biosynthesis	00900	2.2.1.7
default-0_rep_c48141|m.33351	Thiamine metabolism	00730	2.2.1.7
default-0_rep_c39335|m.27345	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_rep_c39335|m.27345	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_rep_c39335|m.27345	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_rep_c39335|m.27345	Methane metabolism	00680	2.1.2.1
default-0_rep_c39335|m.27345	One carbon pool by folate	00670	2.1.2.1
default-0_rep_c391|m.430	Inositol phosphate metabolism	00562	3.1.3.25
default-0_rep_c391|m.430	Streptomycin biosynthesis	00521	3.1.3.25
default-0_rep_c59274|m.40630	One carbon pool by folate	00670	1.5.1.5
default-0_rep_c59274|m.40630	One carbon pool by folate	00670	3.5.4.9
default-0_rep_c59274|m.40630	Carbon fixation pathways in prokaryotes	00720	1.5.1.5
default-0_rep_c59274|m.40630	Carbon fixation pathways in prokaryotes	00720	3.5.4.9
default-0_rep_c1996|m.1728	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c93518|m.60445	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.52
default-0_rep_c93518|m.60445	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.52
default-0_rep_c93518|m.60445	Other glycan degradation	00511	3.2.1.52
default-0_rep_c93518|m.60445	Glycosphingolipid biosynthesis - globo series	00603	3.2.1.52
default-0_rep_c93518|m.60445	Various types of N-glycan biosynthesis	00513	3.2.1.52
default-0_rep_c93518|m.60445	Glycosaminoglycan degradation	00531	3.2.1.52
default-0_rep_c75189|m.50659	Photosynthesis	00195	3.6.3.14
default-0_rep_c75189|m.50659	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c88973|m.58506	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_c38550|m.26883	Purine metabolism	00230	3.5.2.17
default-0_dn_rep_c245|m.284	Glyoxylate and dicarboxylate metabolism	00630	1.1.1.37
default-0_dn_rep_c245|m.284	Methane metabolism	00680	1.1.1.37
default-0_dn_rep_c245|m.284	Carbon fixation pathways in prokaryotes	00720	1.1.1.37
default-0_dn_rep_c245|m.284	Carbon fixation in photosynthetic organisms	00710	1.1.1.37
default-0_dn_rep_c245|m.284	Pyruvate metabolism	00620	1.1.1.37
default-0_dn_rep_c245|m.284	Cysteine and methionine metabolism	00270	1.1.1.37
default-0_dn_rep_c245|m.284	Citrate cycle (TCA cycle)	00020	1.1.1.37
default-0_rep_c21536|m.16864	Oxidative phosphorylation	00190	1.9.3.1
default-0_rep_c107425|m.66557	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_rep_c39473|m.27427	Purine metabolism	00230	2.7.1.40
default-0_rep_c39473|m.27427	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c39473|m.27427	Pyruvate metabolism	00620	2.7.1.40
default-0_rep_c110165|m.68286	Oxidative phosphorylation	00190	3.6.1.1
default-0_c71746|m.47957	Arginine biosynthesis	00220	1.2.1.38
default-0_rep_c83636|m.55823	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c40501|m.27998	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_rep_c60531|m.41466	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_rep_c41582|m.28615	Carbon fixation pathways in prokaryotes	00720	1.3.5.1
default-0_rep_c41582|m.28615	Oxidative phosphorylation	00190	1.3.5.1
default-0_rep_c41582|m.28615	Citrate cycle (TCA cycle)	00020	1.3.5.1
default-0_rep_c41582|m.28615	Butanoate metabolism	00650	1.3.5.1
default-0_rep_c3871|m.3386	Porphyrin and chlorophyll metabolism	00860	1.2.1.70
default-0_rep_c18372|m.14551	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.1.1.48
default-0_c95849|m.61530	Riboflavin metabolism	00740	2.5.1.9
default-0_c95849|m.61530	Photosynthesis	00195	3.6.3.14
default-0_c95849|m.61530	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c330|m.367	Pyruvate metabolism	00620	4.4.1.5
default-0_rep_c6750|m.5851	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_rep_c51509|m.35528	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c834|m.778	Citrate cycle (TCA cycle)	00020	1.1.1.42
default-0_rep_c834|m.778	Carbon fixation pathways in prokaryotes	00720	1.1.1.42
default-0_rep_c834|m.778	Glutathione metabolism	00480	1.1.1.42
default-0_rep_c834|m.779	Citrate cycle (TCA cycle)	00020	1.1.1.42
default-0_rep_c834|m.779	Carbon fixation pathways in prokaryotes	00720	1.1.1.42
default-0_rep_c834|m.779	Glutathione metabolism	00480	1.1.1.42
default-0_rep_c104812|m.65177	Terpenoid backbone biosynthesis	00900	4.6.1.12
default-0_rep_c114820|m.70716	Cysteine and methionine metabolism	00270	1.1.1.27
default-0_rep_c114820|m.70716	Glycolysis / Gluconeogenesis	00010	1.1.1.27
default-0_rep_c114820|m.70716	Pyruvate metabolism	00620	1.1.1.27
default-0_rep_c114820|m.70716	Propanoate metabolism	00640	1.1.1.27
default-0_rep_c9155|m.7735	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	1.1.1.25
default-0_rep_c9155|m.7735	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.1.10
default-0_rep_c28825|m.21535	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c28825|m.21535	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c10330|m.8674	Carbon fixation in photosynthetic organisms	00710	2.7.2.3
default-0_rep_c10330|m.8674	Glycolysis / Gluconeogenesis	00010	2.7.2.3
default-0_c2614|m.2294	Fructose and mannose metabolism	00051	5.3.1.6
default-0_c2614|m.2294	Pentose phosphate pathway	00030	5.3.1.6
default-0_c2614|m.2294	Carbon fixation in photosynthetic organisms	00710	5.3.1.6
default-0_rep_c20833|m.16370	Pyrimidine metabolism	00240	2.7.7.7
default-0_rep_c20833|m.16370	Purine metabolism	00230	2.7.7.7
default-0_rep_c16559|m.13280	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c16559|m.13280	Selenocompound metabolism	00450	2.1.1.14
default-0_c40893|m.28247	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_c40893|m.28247	Galactose metabolism	00052	2.7.1.11
default-0_c40893|m.28247	Fructose and mannose metabolism	00051	2.7.1.11
default-0_c40893|m.28247	Pentose phosphate pathway	00030	2.7.1.11
default-0_c40893|m.28247	Methane metabolism	00680	2.7.1.11
default-0_rep_c13661|m.11153	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c15742|m.12690	Terpenoid backbone biosynthesis	00900	4.1.1.33
default-0_rep_c77397|m.52084	Pyrimidine metabolism	00240	2.7.1.21
default-0_rep_c77397|m.52084	Drug metabolism - other enzymes	00983	2.7.1.21
default-0_c15461|m.12460	Atrazine degradation	00791	3.5.1.5
default-0_c15461|m.12460	Arginine biosynthesis	00220	3.5.1.5
default-0_c15461|m.12460	Purine metabolism	00230	3.5.1.5
default-0_c22907|m.17746	Toluene degradation	00623	1.1.1.35
default-0_c22907|m.17746	Limonene and pinene degradation	00903	4.2.1.17
default-0_c22907|m.17746	alpha-Linolenic acid metabolism	00592	4.2.1.17
default-0_c22907|m.17746	Geraniol degradation	00281	4.2.1.17
default-0_c22907|m.17746	Geraniol degradation	00281	1.1.1.35
default-0_c22907|m.17746	Primary bile acid biosynthesis	00120	1.1.1.35
default-0_c22907|m.17746	Propanoate metabolism	00640	4.2.1.17
default-0_c22907|m.17746	Aminobenzoate degradation	00627	4.2.1.17
default-0_c22907|m.17746	Fatty acid elongation	00062	4.2.1.17
default-0_c22907|m.17746	Fatty acid elongation	00062	1.1.1.35
default-0_c22907|m.17746	Caprolactam degradation	00930	4.2.1.17
default-0_c22907|m.17746	Caprolactam degradation	00930	1.1.1.35
default-0_c22907|m.17746	Fatty acid degradation	00071	4.2.1.17
default-0_c22907|m.17746	Fatty acid degradation	00071	1.1.1.35
default-0_c22907|m.17746	Carbon fixation pathways in prokaryotes	00720	4.2.1.17
default-0_c22907|m.17746	Carbon fixation pathways in prokaryotes	00720	1.1.1.35
default-0_c22907|m.17746	Lysine degradation	00310	4.2.1.17
default-0_c22907|m.17746	Lysine degradation	00310	1.1.1.35
default-0_c22907|m.17746	beta-Alanine metabolism	00410	4.2.1.17
default-0_c22907|m.17746	Butanoate metabolism	00650	4.2.1.17
default-0_c22907|m.17746	Butanoate metabolism	00650	1.1.1.35
default-0_c22907|m.17746	Phenylalanine metabolism	00360	4.2.1.17
default-0_c22907|m.17746	Benzoate degradation	00362	4.2.1.17
default-0_c22907|m.17746	Benzoate degradation	00362	1.1.1.35
default-0_c22907|m.17746	Tryptophan metabolism	00380	4.2.1.17
default-0_c22907|m.17746	Tryptophan metabolism	00380	1.1.1.35
default-0_c22907|m.17746	Valine, leucine and isoleucine degradation	00280	4.2.1.17
default-0_c22907|m.17746	Valine, leucine and isoleucine degradation	00280	1.1.1.35
default-0_c22907|m.17747	Toluene degradation	00623	1.1.1.35
default-0_c22907|m.17747	Limonene and pinene degradation	00903	4.2.1.17
default-0_c22907|m.17747	alpha-Linolenic acid metabolism	00592	4.2.1.17
default-0_c22907|m.17747	Geraniol degradation	00281	4.2.1.17
default-0_c22907|m.17747	Geraniol degradation	00281	1.1.1.35
default-0_c22907|m.17747	Primary bile acid biosynthesis	00120	1.1.1.35
default-0_c22907|m.17747	Propanoate metabolism	00640	4.2.1.17
default-0_c22907|m.17747	Aminobenzoate degradation	00627	4.2.1.17
default-0_c22907|m.17747	Fatty acid elongation	00062	4.2.1.17
default-0_c22907|m.17747	Fatty acid elongation	00062	1.1.1.35
default-0_c22907|m.17747	Caprolactam degradation	00930	4.2.1.17
default-0_c22907|m.17747	Caprolactam degradation	00930	1.1.1.35
default-0_c22907|m.17747	Fatty acid degradation	00071	4.2.1.17
default-0_c22907|m.17747	Fatty acid degradation	00071	1.1.1.35
default-0_c22907|m.17747	Carbon fixation pathways in prokaryotes	00720	4.2.1.17
default-0_c22907|m.17747	Carbon fixation pathways in prokaryotes	00720	1.1.1.35
default-0_c22907|m.17747	Lysine degradation	00310	4.2.1.17
default-0_c22907|m.17747	Lysine degradation	00310	1.1.1.35
default-0_c22907|m.17747	beta-Alanine metabolism	00410	4.2.1.17
default-0_c22907|m.17747	Butanoate metabolism	00650	4.2.1.17
default-0_c22907|m.17747	Butanoate metabolism	00650	1.1.1.35
default-0_c22907|m.17747	Phenylalanine metabolism	00360	4.2.1.17
default-0_c22907|m.17747	Benzoate degradation	00362	4.2.1.17
default-0_c22907|m.17747	Benzoate degradation	00362	1.1.1.35
default-0_c22907|m.17747	Tryptophan metabolism	00380	4.2.1.17
default-0_c22907|m.17747	Tryptophan metabolism	00380	1.1.1.35
default-0_c22907|m.17747	Valine, leucine and isoleucine degradation	00280	4.2.1.17
default-0_c22907|m.17747	Valine, leucine and isoleucine degradation	00280	1.1.1.35
default-0_rep_c506|m.536	Aminoacyl-tRNA biosynthesis	00970	6.1.1.7
default-0_rep_c66424|m.44943	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c39058|m.27186	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c39058|m.27186	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c68789|m.46127	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c68789|m.46127	Selenocompound metabolism	00450	2.1.1.14
default-0_c15085|m.12173	Aminoacyl-tRNA biosynthesis	00970	6.1.1.11
default-0_rep_c108249|m.67116	Nitrogen metabolism	00910	4.2.1.1
default-0_rep_c21191|m.16591	Inositol phosphate metabolism	00562	3.1.4.11
default-0_rep_c17093|m.13647	Porphyrin and chlorophyll metabolism	00860	1.3.1.80
default-0_rep_c8225|m.7036	Glycerolipid metabolism	00561	2.7.1.107
default-0_rep_c8225|m.7036	Glycerophospholipid metabolism	00564	2.7.1.107
default-0_rep_c5830|m.5085	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c43787|m.30233	Oxidative phosphorylation	00190	1.9.3.1
default-0_rep_c74047|m.49802	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_rep_c66339|m.44900	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c66339|m.44900	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c21121|m.16546	Pyrimidine metabolism	00240	2.7.7.7
default-0_rep_c21121|m.16546	Purine metabolism	00230	2.7.7.7
default-0_rep_c3491|m.3056	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c21110|m.16537	Glycerophospholipid metabolism	00564	3.1.1.4
default-0_rep_c21110|m.16537	Arachidonic acid metabolism	00590	3.1.1.4
default-0_rep_c21110|m.16537	alpha-Linolenic acid metabolism	00592	3.1.1.4
default-0_rep_c21110|m.16537	Linoleic acid metabolism	00591	3.1.1.4
default-0_rep_c21110|m.16537	Ether lipid metabolism	00565	3.1.1.4
default-0_rep_c72297|m.48422	Pyruvate metabolism	00620	4.4.1.5
default-0_c77173|m.51950	Citrate cycle (TCA cycle)	00020	1.1.1.42
default-0_c77173|m.51950	Carbon fixation pathways in prokaryotes	00720	1.1.1.42
default-0_c77173|m.51950	Glutathione metabolism	00480	1.1.1.42
default-0_c36610|m.25792	Porphyrin and chlorophyll metabolism	00860	4.2.1.24
default-0_c49335|m.34187	Carotenoid biosynthesis	00906	1.23.5.1
default-0_rep_c42709|m.29327	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c14574|m.11817	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c14574|m.11817	Purine metabolism	00230	2.7.7.6
default-0_rep_c78107|m.52538	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_rep_c72062|m.48220	Drug metabolism - other enzymes	00983	1.1.1.205
default-0_rep_c72062|m.48220	Purine metabolism	00230	1.1.1.205
default-0_rep_c31539|m.23095	Terpenoid backbone biosynthesis	00900	2.2.1.7
default-0_rep_c31539|m.23095	Thiamine metabolism	00730	2.2.1.7
default-0_rep_c106877|m.66178	Carbon fixation in photosynthetic organisms	00710	2.7.2.3
default-0_rep_c106877|m.66178	Glycolysis / Gluconeogenesis	00010	2.7.2.3
default-0_rep_c21865|m.17069	Lysine biosynthesis	00300	5.1.1.7
default-0_rep_c71709|m.47915	Aminoacyl-tRNA biosynthesis	00970	6.1.1.3
default-0_rep_c56861|m.39086	Glyoxylate and dicarboxylate metabolism	00630	1.1.1.37
default-0_rep_c56861|m.39086	Methane metabolism	00680	1.1.1.37
default-0_rep_c56861|m.39086	Carbon fixation pathways in prokaryotes	00720	1.1.1.37
default-0_rep_c56861|m.39086	Carbon fixation in photosynthetic organisms	00710	1.1.1.37
default-0_rep_c56861|m.39086	Pyruvate metabolism	00620	1.1.1.37
default-0_rep_c56861|m.39086	Cysteine and methionine metabolism	00270	1.1.1.37
default-0_rep_c56861|m.39086	Citrate cycle (TCA cycle)	00020	1.1.1.37
default-0_rep_c17498|m.13937	Tetracycline biosynthesis	00253	6.4.1.2
default-0_rep_c17498|m.13937	Pyruvate metabolism	00620	6.4.1.2
default-0_rep_c17498|m.13937	Propanoate metabolism	00640	6.4.1.2
default-0_rep_c17498|m.13937	Fatty acid biosynthesis	00061	6.4.1.2
default-0_rep_c17498|m.13937	Aflatoxin biosynthesis	00254	6.4.1.2
default-0_rep_c17498|m.13937	Carbon fixation pathways in prokaryotes	00720	6.4.1.2
default-0_c9131|m.7716	Fatty acid elongation	00062	2.3.1.199
default-0_c9131|m.7716	Fatty acid biosynthesis	00061	2.3.1.180
default-0_rep_c71295|m.47525	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.52
default-0_rep_c71295|m.47525	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.52
default-0_rep_c71295|m.47525	Other glycan degradation	00511	3.2.1.52
default-0_rep_c71295|m.47525	Glycosphingolipid biosynthesis - globo series	00603	3.2.1.52
default-0_rep_c71295|m.47525	Various types of N-glycan biosynthesis	00513	3.2.1.52
default-0_rep_c71295|m.47525	Glycosaminoglycan degradation	00531	3.2.1.52
default-0_rep_c6496|m.5639	Oxidative phosphorylation	00190	1.9.3.1
default-0_rep_c19132|m.15118	Starch and sucrose metabolism	00500	2.4.1.25
default-0_rep_c66787|m.45151	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c48453|m.33556	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c19511|m.15415	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c19511|m.15415	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c15337|m.12362	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c15337|m.12362	Purine metabolism	00230	2.7.7.6
default-0_rep_c78894|m.53072	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_rep_c47395|m.32853	Photosynthesis	00195	3.6.3.14
default-0_rep_c47395|m.32853	Oxidative phosphorylation	00190	3.6.3.14
default-0_c89104|m.58559	Porphyrin and chlorophyll metabolism	00860	4.1.1.37
default-0_rep_c74523|m.50162	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_c19248|m.15216	Starch and sucrose metabolism	00500	3.1.1.11
default-0_c19248|m.15216	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_dn_rep_c79278|m.53304	Pentose phosphate pathway	00030	4.1.2.13
default-0_dn_rep_c79278|m.53304	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_dn_rep_c79278|m.53304	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_dn_rep_c79278|m.53304	Fructose and mannose metabolism	00051	4.1.2.13
default-0_dn_rep_c79278|m.53304	Methane metabolism	00680	4.1.2.13
default-0_rep_c65415|m.44354	Purine metabolism	00230	2.7.1.20
default-0_rep_c55034|m.37800	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c55034|m.37800	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c192|m.228	Flavonoid biosynthesis	00941	2.3.1.74
default-0_rep_c82417|m.55140	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c82417|m.55140	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_c100524|m.63355	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c78116|m.52544	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c48081|m.33306	Glycine, serine and threonine metabolism	00260	1.4.4.2
default-0_rep_c19908|m.15725	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c71422|m.47638	Glutathione metabolism	00480	2.5.1.16
default-0_rep_c71422|m.47638	beta-Alanine metabolism	00410	2.5.1.16
default-0_rep_c71422|m.47638	Arginine and proline metabolism	00330	2.5.1.16
default-0_rep_c71422|m.47638	Cysteine and methionine metabolism	00270	2.5.1.16
default-0_rep_c1704|m.1464	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_rep_c14493|m.11754	Pentose phosphate pathway	00030	4.1.2.13
default-0_rep_c14493|m.11754	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_rep_c14493|m.11754	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_rep_c14493|m.11754	Fructose and mannose metabolism	00051	4.1.2.13
default-0_rep_c14493|m.11754	Methane metabolism	00680	4.1.2.13
default-0_rep_c72155|m.48312	Terpenoid backbone biosynthesis	00900	1.1.1.34
default-0_c6098|m.5300	Starch and sucrose metabolism	00500	3.2.1.39
default-0_c24971|m.19167	Lipopolysaccharide biosynthesis	00540	2.5.1.55
default-0_rep_c36209|m.25558	Purine metabolism	00230	2.7.1.40
default-0_rep_c36209|m.25558	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c36209|m.25558	Pyruvate metabolism	00620	2.7.1.40
default-0_c109193|m.67726	Arginine and proline metabolism	00330	3.5.3.12
default-0_c48660|m.33694	Terpenoid backbone biosynthesis	00900	4.1.1.33
default-0_rep_c63100|m.43001	Photosynthesis	00195	3.6.3.14
default-0_rep_c63100|m.43001	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c88798|m.58419	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c88798|m.58419	Purine metabolism	00230	2.7.7.6
default-0_rep_c16387|m.13158	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c70659|m.46946	Fatty acid biosynthesis	00061	4.2.1.59
default-0_rep_c70659|m.46946	Biotin metabolism	00780	4.2.1.59
default-0_rep_c44285|m.30625	Flavonoid biosynthesis	00941	5.5.1.6
default-0_c41729|m.28715	Glycerolipid metabolism	00561	2.3.1.20
default-0_c41729|m.28715	Cutin, suberine and wax biosynthesis	00073	2.3.1.20
default-0_rep_c16387|m.13156	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c110877|m.68653	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.1.20
default-0_c110877|m.68653	Glycine, serine and threonine metabolism	00260	4.2.1.20
default-0_rep_c98121|m.62417	Aminoacyl-tRNA biosynthesis	00970	6.1.1.11
default-0_rep_c17354|m.13828	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c93051|m.60250	Methane metabolism	00680	4.2.1.11
default-0_c93051|m.60250	Glycolysis / Gluconeogenesis	00010	4.2.1.11
default-0_rep_c96191|m.61709	Pyrimidine metabolism	00240	6.3.4.2
default-0_c55807|m.38388	Porphyrin and chlorophyll metabolism	00860	2.1.1.11
default-0_c16465|m.13220	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.1.20
default-0_c16465|m.13220	Glycine, serine and threonine metabolism	00260	4.2.1.20
default-0_rep_c48392|m.33522	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c16010|m.12873	Pentose phosphate pathway	00030	2.7.6.1
default-0_c16010|m.12873	Purine metabolism	00230	2.7.6.1
default-0_rep_c14853|m.12004	Fatty acid biosynthesis	00061	4.2.1.59
default-0_rep_c14853|m.12004	Biotin metabolism	00780	4.2.1.59
default-0_rep_c88370|m.58259	Carbon fixation pathways in prokaryotes	00720	4.1.1.31
default-0_rep_c88370|m.58259	Pyruvate metabolism	00620	4.1.1.31
default-0_rep_c88370|m.58259	Methane metabolism	00680	4.1.1.31
default-0_rep_c88370|m.58259	Carbon fixation in photosynthetic organisms	00710	4.1.1.31
default-0_rep_c1060|m.948	Purine metabolism	00230	2.7.1.20
default-0_c56929|m.39135	Arginine biosynthesis	00220	6.3.4.5
default-0_c56929|m.39135	Alanine, aspartate and glutamate metabolism	00250	6.3.4.5
default-0_rep_c99962|m.63121	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c99962|m.63121	Arginine and proline metabolism	00330	4.1.1.50
default-0_c91410|m.59524	Starch and sucrose metabolism	00500	2.4.1.34
default-0_rep_c40821|m.28206	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c40821|m.28206	Purine metabolism	00230	2.7.7.6
default-0_c111622|m.68995	Starch and sucrose metabolism	00500	3.2.1.28
default-0_rep_c107501|m.66608	Purine metabolism	00230	3.1.3.5
default-0_rep_c107501|m.66608	Nicotinate and nicotinamide metabolism	00760	3.1.3.5
default-0_rep_c107501|m.66608	Pyrimidine metabolism	00240	3.1.3.5
default-0_rep_c30754|m.22722	Photosynthesis	00195	3.6.3.14
default-0_rep_c30754|m.22722	Oxidative phosphorylation	00190	3.6.3.14
default-0_c70885|m.47167	Amino sugar and nucleotide sugar metabolism	00520	5.3.1.8
default-0_c70885|m.47167	Fructose and mannose metabolism	00051	5.3.1.8
default-0_rep_c67180|m.45335	Pentose phosphate pathway	00030	2.2.1.2
default-0_rep_c10944|m.9133	Terpenoid backbone biosynthesis	00900	5.3.3.2
default-0_c107269|m.66448	Terpenoid backbone biosynthesis	00900	1.17.7.3
default-0_rep_c4228|m.3720	Purine metabolism	00230	2.7.1.40
default-0_rep_c4228|m.3720	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c4228|m.3720	Pyruvate metabolism	00620	2.7.1.40
default-0_c23342|m.18053	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
