#gene_id	#GO_term	#Description
default-0_rep_c80282|m.53950	GO:0051536	iron-sulfur cluster binding
default-0_rep_c80282|m.53950	GO:0009055	electron carrier activity
default-0_c80383|m.54012	GO:0005515	protein binding
default-0_rep_c100934|m.63532	GO:0030246	carbohydrate binding
default-0_rep_c55853|m.38417	GO:0005525	GTP binding
default-0_c79975|m.53765	GO:0003676	nucleic acid binding
default-0_rep_c34591|m.24707	GO:0004190	aspartic-type endopeptidase activity
default-0_c91827|m.59710	GO:0016787	hydrolase activity
default-0_rep_c61547|m.42078	GO:0003677	DNA binding
default-0_rep_c61547|m.42078	GO:0046982	protein heterodimerization activity
default-0_c99441|m.62915	GO:0003723	RNA binding
default-0_c99441|m.62915	GO:0009982	pseudouridine synthase activity
default-0_c87468|m.57840	GO:0016788	hydrolase activity, acting on ester bonds
default-0_c79591|m.53506	GO:0070403	NAD+ binding
default-0_rep_c56389|m.38789	GO:0003735	structural constituent of ribosome
default-0_c80312|m.53974	GO:0003735	structural constituent of ribosome
default-0_c84807|m.56440	GO:0016787	hydrolase activity
default-0_c106678|m.66044	GO:0005544	calcium-dependent phospholipid binding
default-0_c106678|m.66044	GO:0005509	calcium ion binding
default-0_c116091|m.71363	GO:0003677	DNA binding
default-0_rep_c25169|m.19293	GO:0005515	protein binding
default-0_rep_c16469|m.13224	GO:0003824	catalytic activity
default-0_rep_c16469|m.13224	GO:0004722	protein serine/threonine phosphatase activity
default-0_rep_c94925|m.61102	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c94925|m.61102	GO:0003677	DNA binding
default-0_rep_c48284|m.33447	GO:0030234	enzyme regulator activity
default-0_rep_c7224|m.6237	GO:0004568	chitinase activity
default-0_rep_c7224|m.6236	GO:0004568	chitinase activity
default-0_rep_c83439|m.55686	GO:0015035	protein disulfide oxidoreductase activity
default-0_rep_c39335|m.27345	GO:0003824	catalytic activity
default-0_rep_c39335|m.27345	GO:0016740	transferase activity
default-0_c32302|m.23503	GO:0046983	protein dimerization activity
default-0_rep_c58119|m.39929	GO:0005524	ATP binding
default-0_c78161|m.52577	GO:0016787	hydrolase activity
default-0_rep_c28513|m.21353	GO:0005515	protein binding
default-0_rep_c74986|m.50524	GO:0020037	heme binding
default-0_rep_c101348|m.63715	GO:0003735	structural constituent of ribosome
default-0_rep_c53140|m.36504	GO:0003676	nucleic acid binding
default-0_rep_c53140|m.36504	GO:0000166	nucleotide binding
default-0_c71568|m.47779	GO:0004797	thymidine kinase activity
default-0_c71568|m.47779	GO:0005524	ATP binding
default-0_rep_c77206|m.51980	GO:0046982	protein heterodimerization activity
default-0_rep_c77206|m.51980	GO:0003677	DNA binding
default-0_dn_rep_c3254|m.2855	GO:0003824	catalytic activity
default-0_dn_rep_c3254|m.2855	GO:0030246	carbohydrate binding
default-0_c14268|m.11597	GO:0016866	intramolecular transferase activity
default-0_rep_c18747|m.14835	GO:0003824	catalytic activity
default-0_rep_c18747|m.14835	GO:0008725	DNA-3-methyladenine glycosylase activity
default-0_rep_c60156|m.41189	GO:0005525	GTP binding
default-0_rep_c57231|m.39326	GO:0005524	ATP binding
default-0_rep_c57231|m.39326	GO:0003676	nucleic acid binding
default-0_rep_c33299|m.24041	GO:0005509	calcium ion binding
default-0_c80293|m.53958	GO:0003824	catalytic activity
default-0_c80293|m.53958	GO:0004722	protein serine/threonine phosphatase activity
default-0_c92667|m.60088	GO:0016758	transferase activity, transferring hexosyl groups
default-0_c116430|m.71546	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c6891|m.5968	GO:0003899	DNA-directed RNA polymerase activity
default-0_rep_c6891|m.5968	GO:0003677	DNA binding
default-0_c24315|m.18726	GO:0008270	zinc ion binding
default-0_c1134|m.1006	GO:0005215	transporter activity
default-0_rep_c91494|m.59554	GO:0019904	protein domain specific binding
default-0_rep_c3412|m.2987	GO:0004175	endopeptidase activity
default-0_rep_c3412|m.2987	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c92981|m.60217	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c92981|m.60217	GO:0008270	zinc ion binding
default-0_rep_c2910|m.2536	GO:0051537	2 iron, 2 sulfur cluster binding
default-0_rep_c42567|m.29237	GO:0008176	tRNA (guanine-N7-)-methyltransferase activity
default-0_rep_c17333|m.13818	GO:0004602	glutathione peroxidase activity
default-0_c90915|m.59307	GO:0008289	lipid binding
default-0_rep_c45034|m.31203	GO:0016615	malate dehydrogenase activity
default-0_rep_c45034|m.31203	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_rep_c45034|m.31203	GO:0003824	catalytic activity
default-0_c17673|m.14053	GO:0008270	zinc ion binding
default-0_c17673|m.14053	GO:0005515	protein binding
default-0_rep_c85446|m.56772	GO:0003735	structural constituent of ribosome
default-0_rep_c100497|m.63342	GO:0016787	hydrolase activity
default-0_c17723|m.14082	GO:0008270	zinc ion binding
default-0_c17723|m.14082	GO:0005515	protein binding
default-0_c75063|m.50574	GO:0003723	RNA binding
default-0_rep_c31908|m.23281	GO:0004012	phospholipid-translocating ATPase activity
default-0_rep_c31908|m.23281	GO:0000287	magnesium ion binding
default-0_rep_c31908|m.23281	GO:0005524	ATP binding
default-0_rep_c95615|m.61435	GO:0003735	structural constituent of ribosome
default-0_rep_c44094|m.30474	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
default-0_rep_c44094|m.30474	GO:0003676	nucleic acid binding
default-0_rep_c44094|m.30474	GO:0003677	DNA binding
default-0_rep_c44094|m.30474	GO:0005524	ATP binding
default-0_rep_c72385|m.48493	GO:0005506	iron ion binding
default-0_rep_c72385|m.48493	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c72385|m.48493	GO:0020037	heme binding
default-0_rep_c2826|m.2456	GO:0004812	aminoacyl-tRNA ligase activity
default-0_rep_c2826|m.2456	GO:0000166	nucleotide binding
default-0_rep_c2826|m.2456	GO:0004832	valine-tRNA ligase activity
default-0_rep_c2826|m.2456	GO:0005524	ATP binding
default-0_rep_c43295|m.29814	GO:0030246	carbohydrate binding
default-0_c105856|m.65619	GO:0036459	thiol-dependent ubiquitinyl hydrolase activity
default-0_rep_c61279|m.41912	GO:0003735	structural constituent of ribosome
default-0_c20718|m.16305	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c75123|m.50613	GO:0051082	unfolded protein binding
default-0_rep_c31234|m.22945	GO:0015299	solute:proton antiporter activity
default-0_rep_c31234|m.22944	GO:0015299	solute:proton antiporter activity
default-0_c70795|m.47080	GO:0005488	binding
default-0_rep_c8113|m.6937	GO:0005515	protein binding
default-0_rep_c41247|m.28420	GO:0005215	transporter activity
default-0_rep_c65818|m.44604	GO:0080048	GDP-D-glucose phosphorylase activity
default-0_rep_c17392|m.13849	GO:0004812	aminoacyl-tRNA ligase activity
default-0_rep_c17392|m.13849	GO:0005524	ATP binding
default-0_rep_c17392|m.13849	GO:0000166	nucleotide binding
default-0_c15392|m.12403	GO:0005515	protein binding
default-0_rep_c59635|m.40857	GO:0050661	NADP binding
default-0_rep_c59635|m.40857	GO:0008883	glutamyl-tRNA reductase activity
default-0_c90595|m.59178	GO:0003735	structural constituent of ribosome
default-0_c90595|m.59178	GO:0019843	rRNA binding
default-0_rep_c83502|m.55731	GO:0003735	structural constituent of ribosome
default-0_rep_c83502|m.55731	GO:0003723	RNA binding
default-0_rep_c13302|m.10865	GO:0003743	translation initiation factor activity
default-0_rep_c22355|m.17396	GO:0030247	polysaccharide binding
default-0_rep_c52515|m.36121	GO:0051082	unfolded protein binding
default-0_rep_c52515|m.36121	GO:0005524	ATP binding
default-0_c107896|m.66887	GO:0050661	NADP binding
default-0_c107896|m.66887	GO:0016491	oxidoreductase activity
default-0_rep_c55855|m.38421	GO:0004129	cytochrome-c oxidase activity
default-0_rep_c37765|m.26444	GO:0005524	ATP binding
default-0_rep_c37765|m.26444	GO:0004672	protein kinase activity
default-0_c100290|m.63250	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c105940|m.65672	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c72974|m.48972	GO:0003735	structural constituent of ribosome
default-0_rep_c10076|m.8471	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c5046|m.4450	GO:0031072	heat shock protein binding
default-0_rep_c5046|m.4450	GO:0051082	unfolded protein binding
default-0_rep_c14261|m.11592	GO:0004601	peroxidase activity
default-0_rep_c14261|m.11592	GO:0020037	heme binding
default-0_rep_c74643|m.50262	GO:0051082	unfolded protein binding
default-0_rep_c74643|m.50262	GO:0005524	ATP binding
default-0_rep_c86745|m.57464	GO:0020037	heme binding
default-0_rep_c86745|m.57464	GO:0004096	catalase activity
default-0_rep_c64699|m.43938	GO:0016787	hydrolase activity
default-0_rep_c79469|m.53427	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c79469|m.53427	GO:0043565	sequence-specific DNA binding
default-0_c7469|m.6433	GO:0005515	protein binding
default-0_rep_c72390|m.48496	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
default-0_rep_c4574|m.4048	GO:0003735	structural constituent of ribosome
default-0_c52321|m.35998	GO:0005524	ATP binding
default-0_c52321|m.35998	GO:0004672	protein kinase activity
default-0_rep_c25905|m.19798	GO:0003735	structural constituent of ribosome
default-0_rep_c71452|m.47670	GO:0051287	NAD binding
default-0_rep_c71452|m.47670	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_c26553|m.20231	GO:0008270	zinc ion binding
default-0_c26553|m.20231	GO:0005515	protein binding
default-0_rep_c7830|m.6706	GO:0003824	catalytic activity
default-0_rep_c7830|m.6706	GO:0008964	phosphoenolpyruvate carboxylase activity
default-0_c16716|m.13393	GO:0003924	GTPase activity
default-0_rep_c17597|m.14000	GO:0004252	serine-type endopeptidase activity
default-0_rep_c64604|m.43894	GO:0003677	DNA binding
default-0_rep_c108697|m.67402	GO:0005515	protein binding
default-0_rep_c733|m.694	GO:0003735	structural constituent of ribosome
default-0_rep_c51733|m.35660	GO:0003924	GTPase activity
default-0_rep_c23336|m.18050	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_c16843|m.13473	GO:0003735	structural constituent of ribosome
default-0_rep_c19125|m.15114	GO:0016491	oxidoreductase activity
default-0_rep_c54891|m.37694	GO:0003735	structural constituent of ribosome
default-0_rep_c44374|m.30699	GO:0005515	protein binding
default-0_c40364|m.27923	GO:0008173	RNA methyltransferase activity
default-0_c40364|m.27923	GO:0003723	RNA binding
default-0_rep_c45083|m.31241	GO:0008270	zinc ion binding
default-0_rep_c45083|m.31241	GO:0005515	protein binding
default-0_c106574|m.65975	GO:0008565	protein transporter activity
default-0_c6106|m.5309	GO:0003824	catalytic activity
default-0_c6106|m.5309	GO:0050662	coenzyme binding
default-0_rep_c103746|m.64681	GO:0016787	hydrolase activity
default-0_rep_c96|m.116	GO:0004175	endopeptidase activity
default-0_rep_c96|m.116	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c2073|m.1793	GO:0005524	ATP binding
default-0_rep_c59381|m.40691	GO:0003676	nucleic acid binding
default-0_rep_c59381|m.40691	GO:0000166	nucleotide binding
default-0_rep_c55460|m.38123	GO:0016491	oxidoreductase activity
default-0_rep_c14822|m.11984	GO:0005515	protein binding
default-0_rep_c108526|m.67295	GO:0005515	protein binding
default-0_rep_c24146|m.18600	GO:0005515	protein binding
default-0_c46022|m.31906	GO:0005515	protein binding
default-0_rep_c113295|m.69838	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c113295|m.69838	GO:0003677	DNA binding
default-0_rep_c55955|m.38502	GO:0005524	ATP binding
default-0_rep_c43127|m.29679	GO:0005524	ATP binding
default-0_rep_c43127|m.29679	GO:0004672	protein kinase activity
default-0_c40973|m.28299	GO:0016491	oxidoreductase activity
default-0_rep_c74329|m.50010	GO:0016491	oxidoreductase activity
default-0_rep_c96469|m.61831	GO:0003824	catalytic activity
default-0_rep_c96469|m.61831	GO:0004375	glycine dehydrogenase (decarboxylating) activity
default-0_rep_c20626|m.16251	GO:0003735	structural constituent of ribosome
default-0_rep_c35786|m.25323	GO:0008270	zinc ion binding
default-0_rep_c35786|m.25323	GO:0016491	oxidoreductase activity
default-0_rep_c80376|m.54009	GO:0003735	structural constituent of ribosome
default-0_c78309|m.52682	GO:0005515	protein binding
default-0_rep_c4758|m.4205	GO:0005524	ATP binding
default-0_rep_c20624|m.16248	GO:0022891	substrate-specific transmembrane transporter activity
default-0_rep_c20624|m.16248	GO:0022857	transmembrane transporter activity
default-0_rep_c64867|m.44045	GO:0003735	structural constituent of ribosome
default-0_c73318|m.49249	GO:0004325	ferrochelatase activity
default-0_rep_c1235|m.1087	GO:0005525	GTP binding
default-0_rep_c79966|m.53758	GO:0003723	RNA binding
default-0_c89795|m.58852	GO:0005515	protein binding
default-0_rep_c6722|m.5821	GO:0004601	peroxidase activity
default-0_rep_c6722|m.5821	GO:0020037	heme binding
default-0_rep_c52004|m.35811	GO:0008168	methyltransferase activity
default-0_c2138|m.1857	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_rep_c492|m.525	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_rep_c5998|m.5231	GO:0016787	hydrolase activity
default-0_rep_c7747|m.6652	GO:0005515	protein binding
default-0_rep_c41906|m.28820	GO:0016757	transferase activity, transferring glycosyl groups
default-0_c91084|m.59373	GO:0051082	unfolded protein binding
default-0_c91084|m.59373	GO:0005524	ATP binding
default-0_rep_c5071|m.4471	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c5071|m.4471	GO:0008270	zinc ion binding
default-0_c19762|m.15602	GO:0005488	binding
default-0_rep_c36355|m.25642	GO:0003677	DNA binding
default-0_rep_c20981|m.16466	GO:0005509	calcium ion binding
default-0_c87194|m.57695	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c91275|m.59460	GO:0003735	structural constituent of ribosome
default-0_rep_c74729|m.50332	GO:0003824	catalytic activity
default-0_rep_c74729|m.50332	GO:0004722	protein serine/threonine phosphatase activity
default-0_rep_c8405|m.7166	GO:0003824	catalytic activity
default-0_rep_c72411|m.48513	GO:0004866	endopeptidase inhibitor activity
default-0_rep_c22094|m.17226	GO:0051082	unfolded protein binding
default-0_rep_c22094|m.17226	GO:0005524	ATP binding
default-0_rep_c6555|m.5693	GO:0015035	protein disulfide oxidoreductase activity
default-0_rep_c110529|m.68468	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c110529|m.68468	GO:0003676	nucleic acid binding
default-0_rep_c67567|m.45546	GO:0046982	protein heterodimerization activity
default-0_rep_c67567|m.45546	GO:0003677	DNA binding
default-0_rep_c62997|m.42946	GO:0003735	structural constituent of ribosome
default-0_rep_c62997|m.42946	GO:0008097	5S rRNA binding
default-0_c71215|m.47448	GO:0005215	transporter activity
default-0_rep_c9063|m.7663	GO:0005215	transporter activity
default-0_rep_c9063|m.7664	GO:0003735	structural constituent of ribosome
default-0_rep_c104877|m.65212	GO:0003735	structural constituent of ribosome
default-0_rep_c29790|m.22135	GO:0003824	catalytic activity
default-0_rep_c28174|m.21147	GO:0000287	magnesium ion binding
default-0_rep_c28174|m.21147	GO:0004427	inorganic diphosphatase activity
default-0_rep_c88556|m.58320	GO:0003735	structural constituent of ribosome
default-0_rep_c88556|m.58320	GO:0003723	RNA binding
default-0_rep_c88556|m.58320	GO:0019843	rRNA binding
default-0_rep_c21359|m.16723	GO:0005515	protein binding
default-0_rep_c21359|m.16723	GO:0005198	structural molecule activity
default-0_rep_c60664|m.41559	GO:0003735	structural constituent of ribosome
default-0_rep_c47370|m.32836	GO:0000166	nucleotide binding
default-0_rep_c16598|m.13309	GO:0003677	DNA binding
default-0_rep_c46537|m.32239	GO:0005515	protein binding
default-0_rep_c46525|m.32229	GO:0008270	zinc ion binding
default-0_rep_c46525|m.32229	GO:0005515	protein binding
default-0_rep_c51652|m.35621	GO:0004435	phosphatidylinositol phospholipase C activity
default-0_rep_c51652|m.35621	GO:0008081	phosphoric diester hydrolase activity
default-0_c77191|m.51963	GO:0003677	DNA binding
default-0_rep_c70555|m.46839	GO:0008270	zinc ion binding
default-0_rep_c56961|m.39159	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c56961|m.39159	GO:0003677	DNA binding
default-0_rep_c7842|m.6715	GO:0020037	heme binding
default-0_dn_rep_c59906|m.41022	GO:0005215	transporter activity
default-0_rep_c29874|m.22184	GO:0003824	catalytic activity
default-0_rep_c29874|m.22184	GO:0004332	fructose-bisphosphate aldolase activity
default-0_c114029|m.70249	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c18527|m.14671	GO:0004871	signal transducer activity
default-0_rep_c69055|m.46237	GO:0015035	protein disulfide oxidoreductase activity
default-0_rep_c69055|m.46237	GO:0009055	electron carrier activity
default-0_dn_rep_c47861|m.33154	GO:0005509	calcium ion binding
default-0_rep_c22724|m.17642	GO:0005544	calcium-dependent phospholipid binding
default-0_rep_c22724|m.17642	GO:0005509	calcium ion binding
default-0_rep_c109813|m.68089	GO:0009055	electron carrier activity
default-0_dn_rep_c1706|m.1467	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c43573|m.30053	GO:0004252	serine-type endopeptidase activity
default-0_rep_c29925|m.22220	GO:0005515	protein binding
default-0_rep_c1743|m.1502	GO:0005507	copper ion binding
default-0_rep_c1743|m.1502	GO:0016491	oxidoreductase activity
default-0_rep_c58197|m.39977	GO:0003735	structural constituent of ribosome
default-0_rep_c114234|m.70380	GO:0004252	serine-type endopeptidase activity
default-0_c4004|m.3521	GO:0016746	transferase activity, transferring acyl groups
default-0_rep_c92793|m.60136	GO:0005524	ATP binding
default-0_rep_c92793|m.60136	GO:0004672	protein kinase activity
default-0_rep_c68294|m.45873	GO:0003779	actin binding
default-0_rep_c4482|m.3972	GO:0003729	mRNA binding
default-0_rep_c77483|m.52139	GO:0005525	GTP binding
default-0_rep_c45774|m.31735	GO:0003735	structural constituent of ribosome
default-0_c40999|m.28314	GO:0008270	zinc ion binding
default-0_c40999|m.28314	GO:0005515	protein binding
default-0_rep_c62312|m.42529	GO:0005515	protein binding
default-0_rep_c47602|m.32993	GO:0003824	catalytic activity
default-0_rep_c47602|m.32993	GO:0004722	protein serine/threonine phosphatase activity
default-0_dn_rep_c55491|m.38146	GO:0003824	catalytic activity
default-0_dn_rep_c55491|m.38146	GO:0030246	carbohydrate binding
default-0_rep_c114406|m.70480	GO:0003824	catalytic activity
default-0_rep_c76960|m.51821	GO:0046983	protein dimerization activity
default-0_rep_c86624|m.57404	GO:0003723	RNA binding
default-0_rep_c86624|m.57404	GO:0003746	translation elongation factor activity
default-0_rep_c86624|m.57404	GO:0043022	ribosome binding
default-0_rep_c8542|m.7269	GO:0004563	beta-N-acetylhexosaminidase activity
default-0_rep_c8542|m.7269	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c42336|m.29097	GO:0000989	transcription factor activity, transcription factor binding
default-0_c59686|m.40893	GO:0016757	transferase activity, transferring glycosyl groups
default-0_c9806|m.8258	GO:0008270	zinc ion binding
default-0_c9806|m.8258	GO:0005515	protein binding
default-0_rep_c101003|m.63553	GO:0005215	transporter activity
default-0_rep_c101119|m.63606	GO:0051287	NAD binding
default-0_rep_c101119|m.63606	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_rep_c49333|m.34184	GO:0016866	intramolecular transferase activity
default-0_rep_c81507|m.54656	GO:0005507	copper ion binding
default-0_rep_c81507|m.54656	GO:0016491	oxidoreductase activity
default-0_rep_c14616|m.11848	GO:0016157	sucrose synthase activity
default-0_c86443|m.57297	GO:0004185	serine-type carboxypeptidase activity
default-0_rep_c10324|m.8669	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_rep_c10324|m.8669	GO:0046961	proton-transporting ATPase activity, rotational mechanism
default-0_rep_c10324|m.8669	GO:0005524	ATP binding
default-0_rep_c52742|m.36236	GO:0003824	catalytic activity
default-0_rep_c52742|m.36236	GO:0016746	transferase activity, transferring acyl groups
default-0_c75140|m.50629	GO:0003678	DNA helicase activity
default-0_c75140|m.50629	GO:0005524	ATP binding
default-0_c75140|m.50629	GO:0043141	ATP-dependent 5'-3' DNA helicase activity
default-0_rep_c54711|m.37564	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c65854|m.44621	GO:0080048	GDP-D-glucose phosphorylase activity
default-0_rep_c51148|m.35320	GO:0003735	structural constituent of ribosome
default-0_c11059|m.9215	GO:0005488	binding
default-0_c12462|m.10263	GO:0016787	hydrolase activity
default-0_c91866|m.59725	GO:0003824	catalytic activity
default-0_rep_c54906|m.37706	GO:0051082	unfolded protein binding
default-0_rep_c54906|m.37706	GO:0005524	ATP binding
default-0_rep_c7151|m.6173	GO:0003824	catalytic activity
default-0_rep_c7151|m.6173	GO:0004743	pyruvate kinase activity
default-0_rep_c7151|m.6173	GO:0000287	magnesium ion binding
default-0_rep_c7151|m.6173	GO:0030955	potassium ion binding
default-0_rep_c113527|m.69953	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_rep_c33701|m.24245	GO:0005515	protein binding
default-0_c105596|m.65514	GO:0016491	oxidoreductase activity
default-0_rep_c79231|m.53272	GO:0003735	structural constituent of ribosome
default-0_rep_c80155|m.53876	GO:0017057	6-phosphogluconolactonase activity
default-0_rep_c109804|m.68079	GO:0009039	urease activity
default-0_rep_c109804|m.68079	GO:0016151	nickel cation binding
default-0_rep_c109804|m.68079	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
default-0_rep_c109804|m.68079	GO:0016787	hydrolase activity
default-0_c30350|m.22477	GO:0008094	DNA-dependent ATPase activity
default-0_c30350|m.22477	GO:0005524	ATP binding
default-0_c30350|m.22477	GO:0003677	DNA binding
default-0_rep_c87337|m.57779	GO:0004601	peroxidase activity
default-0_rep_c87337|m.57779	GO:0020037	heme binding
default-0_c76169|m.51300	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_c98598|m.62577	GO:0008173	RNA methyltransferase activity
default-0_rep_c56443|m.38826	GO:0003735	structural constituent of ribosome
default-0_rep_c2367|m.2077	GO:0004175	endopeptidase activity
default-0_rep_c2367|m.2077	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c73647|m.49516	GO:0003824	catalytic activity
default-0_rep_c73647|m.49516	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c75107|m.50601	GO:0003824	catalytic activity
default-0_rep_c72086|m.48244	GO:0016788	hydrolase activity, acting on ester bonds
default-0_c10222|m.8593	GO:0005515	protein binding
default-0_rep_c2442|m.2155	GO:0004252	serine-type endopeptidase activity
default-0_rep_c26171|m.19968	GO:0003896	DNA primase activity
default-0_c23477|m.18140	GO:0016831	carboxy-lyase activity
default-0_c23477|m.18140	GO:0004351	glutamate decarboxylase activity
default-0_c23477|m.18140	GO:0003824	catalytic activity
default-0_c23477|m.18140	GO:0030170	pyridoxal phosphate binding
default-0_rep_c52064|m.35852	GO:0005524	ATP binding
default-0_rep_c44931|m.31133	GO:0016491	oxidoreductase activity
default-0_rep_c48398|m.33528	GO:0003924	GTPase activity
default-0_rep_c48398|m.33528	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c48398|m.33528	GO:0005525	GTP binding
default-0_rep_c48322|m.33479	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c73501|m.49408	GO:0008270	zinc ion binding
default-0_c73501|m.49408	GO:0005515	protein binding
default-0_rep_c25454|m.19507	GO:0005525	GTP binding
default-0_rep_c3561|m.3118	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
default-0_c18845|m.14923	GO:0003935	GTP cyclohydrolase II activity
default-0_c18845|m.14924	GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
default-0_rep_c22553|m.17530	GO:0016491	oxidoreductase activity
default-0_rep_c92106|m.59851	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c63228|m.43089	GO:0003735	structural constituent of ribosome
default-0_rep_c7782|m.6679	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
default-0_rep_c7782|m.6679	GO:0003676	nucleic acid binding
default-0_rep_c7782|m.6679	GO:0003677	DNA binding
default-0_rep_c7782|m.6679	GO:0005524	ATP binding
default-0_rep_c12744|m.10457	GO:0005524	ATP binding
default-0_rep_c12744|m.10457	GO:0003676	nucleic acid binding
default-0_rep_c38468|m.26840	GO:0003735	structural constituent of ribosome
default-0_rep_c8663|m.7364	GO:0004061	arylformamidase activity
default-0_rep_c99646|m.63004	GO:0005515	protein binding
default-0_c13565|m.11072	GO:0008270	zinc ion binding
default-0_c13565|m.11072	GO:0016491	oxidoreductase activity
default-0_rep_c43801|m.30244	GO:0043565	sequence-specific DNA binding
default-0_rep_c43801|m.30244	GO:0003677	DNA binding
default-0_c25998|m.19855	GO:0016787	hydrolase activity
default-0_rep_c32529|m.23628	GO:0005509	calcium ion binding
default-0_rep_c74228|m.49928	GO:0003824	catalytic activity
default-0_rep_c33199|m.23992	GO:0003723	RNA binding
default-0_rep_c33199|m.23992	GO:0005488	binding
default-0_c83508|m.55734	GO:0004842	ubiquitin-protein transferase activity
default-0_rep_c51757|m.35677	GO:0003735	structural constituent of ribosome
default-0_c32807|m.23786	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
default-0_rep_c53522|m.36774	GO:0003735	structural constituent of ribosome
default-0_c14508|m.11768	GO:0016836	hydro-lyase activity
default-0_rep_c53537|m.36781	GO:0003735	structural constituent of ribosome
default-0_rep_c2706|m.2382	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c2706|m.2382	GO:0008270	zinc ion binding
default-0_rep_c57669|m.39615	GO:0003676	nucleic acid binding
default-0_rep_c57669|m.39615	GO:0000166	nucleotide binding
default-0_rep_c61031|m.41752	GO:0008289	lipid binding
default-0_c13455|m.11001	GO:0005524	ATP binding
default-0_c11693|m.9672	GO:0031418	L-ascorbic acid binding
default-0_c11693|m.9672	GO:0005506	iron ion binding
default-0_c11693|m.9672	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c11693|m.9672	GO:0016491	oxidoreductase activity
default-0_c11693|m.9673	GO:0016491	oxidoreductase activity
default-0_rep_c17023|m.13599	GO:0019843	rRNA binding
default-0_rep_c17023|m.13599	GO:0003723	RNA binding
default-0_rep_c68126|m.45791	GO:0003735	structural constituent of ribosome
default-0_rep_c86711|m.57444	GO:0003824	catalytic activity
default-0_rep_c86711|m.57444	GO:0008964	phosphoenolpyruvate carboxylase activity
default-0_rep_c8139|m.6963	GO:0008137	NADH dehydrogenase (ubiquinone) activity
default-0_rep_c19943|m.15767	GO:0003824	catalytic activity
default-0_rep_c45482|m.31542	GO:0003735	structural constituent of ribosome
default-0_rep_c25848|m.19766	GO:0003824	catalytic activity
default-0_rep_c52787|m.36271	GO:0003735	structural constituent of ribosome
default-0_c78940|m.53099	GO:0005524	ATP binding
default-0_c78940|m.53099	GO:0004672	protein kinase activity
default-0_c88891|m.58472	GO:0003824	catalytic activity
default-0_rep_c57246|m.39332	GO:0003824	catalytic activity
default-0_rep_c57246|m.39332	GO:0046872	metal ion binding
